время;sin(t);sin(t*5);sin(t*10);sin(t*20);sin(t*50);sin(t*10)+sin(t*50);sin(t*10)+sin(t*20)+sin(t*50)
14.04.64 9:50;0,913284516;-0,502773423;0,86921303;0;-0,849556047;0,019656983;0,879200487
14.04.64 10:04;0,909165697;-0,545347993;0,914231997;0;-0,492659385;0,421572613;1,162450012
14.04.64 10:19;0,904955963;-0,586559476;0,950116261;0;-0,015142523;0,934973737;1,527648587
14.04.64 10:33;0,900655735;-0,626304866;0,976507276;0;0,466081755;1,442589032;1,863433257
14.04.64 10:48;0,896265441;-0,664484821;0,993141354;0;0,833192966;1,82633432;2,058570189
14.04.64 11:02;0,891785521;-0,701003909;0,999852292;0;0,996309479;1,996161771;2,030530773
14.04.64 11:16;0,887216424;-0,735770852;0,996573036;0;0;1,912067721;1,747199672
14.04.64 11:31;0,882558606;-0,768698752;0,983336352;0;0;1,593871215;1,236338883
14.04.64 11:45;0,877812533;-0,799705305;0,960274496;0;0;1,116369308;0,580426381
14.04.64 12:00;0,872978679;-0,828713011;0,927617894;0;0;0,591055203;-0,101931968
14.04.64 12:14;0,868057528;-0,855649367;0,885692842;0;0;0,138874931;-0,683529271
14.04.64 12:28;0,863049572;-0,880447044;0,834918239;0;0;-0,13930782;-1,058342394
14.04.64 12:43;0,857955312;-0,903044063;0,775801409;0;0;-0,187308282;-1,166334218
14.04.64 12:57;0,852775257;-0,923383941;0,708933028;0;0;-0,007257453;-1,007244078
14.04.64 13:12;0,847509925;-0,941415841;0,634981222;0;0;0,341058359;-0,640022643
14.04.64 13:26;0,842159843;-0,957094691;0,554684894;0;0;0,754992217;-0,168070559
14.04.64 13:40;0,836725545;-0,970381303;0,468846338;0;0;1,114341627;0,286096678
14.04.64 13:55;0,831207576;-0,981242467;0,378323224;0;0;1,310966721;0,610559111
14.04.64 14:09;0,825606486;-0,989651036;0,28402003;0;0;1,27546808;0,730820849
14.04.64 14:24;0,819922837;-0,995585993;0,186879001;0;0;0,994390543;0,627217058
14.04.64 14:38;0,814157196;-0,999032503;0,087870739;0;0;0,513738784;0,338677095
14.04.64 14:52;0,80831014;-0,999981953;-0,012015498;0;0;-0,072058299;-0,048029037
14.04.64 15:07;0,802382254;-0,998431968;-0,111781682;0;0;-0,643034762;-0,420872517
14.04.64 15:21;0,79637413;-0,994386423;-0,210430978;0;0;-1,08282505;-0,671386733
14.04.64 15:36;0,790286369;-0,98785543;-0,306977718;0;0;-1,306920288;-0,722608645
14.04.64 15:50;0,784119581;-0,978855313;-0,400457238;0;0;-1,28312749;-0,549237182
14.04.64 16:04;0,777874381;-0,967408568;-0,489935522;0;0;-1,039224994;-0,185013912
14.04.64 16:19;0,771551394;-0,953543804;-0,574518532;0;0;-0,655942005;0,28453515
14.04.64 16:33;0,765151253;-0,937295678;-0,653361143;0;0;-0,24698331;0,742266062
14.04.64 16:48;0,758674597;-0,918704801;-0,725675585;0;0;0,069008087;1,067591426
14.04.64 17:02;0,752122075;-0,89781764;-0,790739316;0;0;0,197683916;1,165790855
14.04.64 17:16;0,745494341;-0,874686403;-0,847902242;0;0;0,092260071;0,991295241
14.04.64 17:31;0;-0,849368906;-0,896593209;0;0;-0,234876339;0,559245368
14.04.64 17:45;0;-0,821928428;-0,936325713;0;0;-0,715065654;-0,057516537
14.04.64 18:00;0;-0,792433557;-0,966702759;0;0;-1,24007169;-0,745309572
14.04.64 18:14;0;-0,760958016;-0,987420832;0;0;-1,688488504;-1,376237989
14.04.64 18:28;0;-0,727580475;-0,998272922;0;0;-1,955393519;-1,838103049
14.04.64 18:43;0;-0,692384362;-0,999150598;0;0;-1,977987617;-2,060333194
14.04.64 18:57;0;-0,655457649;-0,990045093;0;0;-1,750945093;-2,029643858
14.04.64 19:12;0;-0,616892633;-0,971047383;0;0;-1,327715508;-1,791656621
14.04.64 19:26;0;-0,576785707;-0,94234729;0;0;-0,807458742;-1,438146334
14.04.64 19:40;0;-0,535237117;-0,904231574;0;0;-0,310811775;-1,083102323
14.04.64 19:55;0;-0,492350712;-0,857081075;0;0;0,049580112;-0,833524604
14.04.64 20:09;0;-0,448233688;-0,801366905;0;0;0,196553391;-0,762158895
14.04.64 20:24;0;-0,402996313;-0,737645742;0;0;0,107207971;-0,888891053
14.04.64 20:38;0;-0,356751656;-0,666554266;0;0;-0,181616791;-1,175391226
14.04.64 20:52;0;-0,309615307;-0,588802801;0;0;-0,582511169;-1,534342367
14.04.64 21:07;0;-0,26170508;-0,505168212;0;0;-0,979062836;-1,851004288
14.04.64 21:21;0;-0,213140727;-0,41648615;0;0;-1,254541097;-2,011831251
14.04.64 21:36;0;-0,164043633;-0,323642696;0;0;-1,320672887;-1,933120973
14.04.64 21:50;0;-0,114536516;-0,227565511;0;0;-1,139463183;-1,582652829
14.04.64 22:04;0;-0,064743117;-0,129214567;0;0;-0,732715365;-0,988977999
14.04.64 22:19;0;-0,014787894;-0,029572553;0;0;-0,176918436;-0,236037674
14.04.64 22:33;0;0,035204292;0,07036494;0;0;0,415249384;0,555630438
14.04.64 22:48;0;0,085108484;0,169599369;0;0;0,922274401;1,256559198
14.04.64 23:02;0;0,13479995;0,267139218;0;0;1,243323738;1,758185399
14.04.64 23:16;0;0,184154487;0,3620099;0;0;1,322699893;1,997612506
14.04.64 23:31;0;0,233048733;0,453263498;0;0;1,163248548;1,971305479
14.04.64 23:45;0;0,281360478;0,539988238;0;0;0,825439243;1,734425811
15.04.64 0:00;0;0,328968969;0,621317594;0;0;0,412346192;1,386023972
15.04.64 0:14;0;0,375755209;0,696438949;0;0;0,044208629;1,043760159
15.04.64 0:28;0;0,421602256;0,764601717;0;0;-0,171198793;0,814377524
15.04.64 0:43;0;0,466395517;0,825124837;0;0;-0,16512926;0,767180025
15.04.64 0:57;0;0,510023033;0,877403583;0;0;0,075144638;0,917018661
15.04.64 1:12;0;0,552375756;0,920915602;0;0;0,503072778;1,22094868
15.04.64 1:26;0;0,593347828;0,955226137;0;0;1,024101931;1,589360264
15.04.64 1:40;0;0,632836839;0,979992368;0;0;1,518723583;1,908829282
15.04.64 1:55;0;0,670744088;0,994966839;0;0;1,871653285;2,071054066
15.04.64 2:09;0;0,706974826;0,99999993;0;0;1,999998189;2,000744573
15.04.64 2:24;0;0,741438494;0,995041353;0;0;1,873516975;1,675579206
15.04.64 2:38;0;0,774048953;0,980140651;0;0;1,522012167;1,133281399
15.04.64 2:52;0;0,804724693;0,955446708;0;0;1,028045066;0,464018766
15.04.64 3:07;0;0,83338904;0,921206257;0;0;0,506756852;-0,210079029
15.04.64 3:21;0;0,859970348;0,877761418;0;0;0,077735919;-0,76333156
15.04.64 3:36;0;0,884402178;0,825546277;0;0;-0,164181173;-1,095949542
15.04.64 3:50;0;0,906623464;0,76508255;0;0;-0,172027052;-1,157349647
15.04.64 4:04;0;0,926578663;0,696974372;0;0;0,04191973;-0,957675389
15.04.64 4:19;0;0,944217897;0,621902256;0;0;0,409282797;-0,564734142
15.04.64 4:33;0;0,959497079;0,540616298;0;0;0,822488681;-0,087119097
15.04.64 4:48;0;0,972378018;0,45392868;0;0;1,161280715;0,35234529
15.04.64 5:02;0;0,982828518;0,362705558;0;0;1,322352796;0,646339427
15.04.64 5:16;0;0,990822459;0,267858401;0;0;1,244845731;0,728704936
15.04.64 5:31;0;0,996339859;0,170334892;0;0;0,925461741;0,589770426
15.04.64 5:45;0;0,999366929;0,071109453;0;0;0,419494432;0,277635551
15.04.64 6:00;0;0,999896102;-0,028826488;0;0;-0,172480172;-0,114851154
15.04.64 6:14;0;0,997926056;-0,128474405;0;0;-0,728995319;-0,474175889
15.04.64 6:28;0;0,993461714;-0,226838648;0;0;-1,137198329;-0,695347333
15.04.64 6:43;0;0,986514235;-0,322936394;0;0;-1,320247042;-0,708979686
15.04.64 6:57;0;0,977100984;-0,415807466;0;0;-1,255892653;-0,499578236
15.04.64 7:12;0;0,96524549;-0,504523927;0;0;-0,981701499;-0,110491892
15.04.64 7:26;0;0,950977384;-0,588199353;0;0;-0,585639598;0,365732823
15.04.64 7:40;0;0,934332331;-0,665997684;0;0;-0,184327321;0,809279698
15.04.64 7:55;0;0,915351933;-0,737141587;0;0;0,105709682;1,101939321
15.04.64 8:09;0;0,894083632;-0,800920215;0;0;0,196752573;1,155888301
15.04.64 8:24;0;0,870580588;-0,856696313;0;0;0,051532901;0,935337003
15.04.64 8:38;0;0,844901545;-0,903912585;0;0;-0,307493132;0,465744863
15.04.64 8:52;0;0,817110689;-0,94209726;0;0;-0,803511853;-0,171666522
15.04.64 9:07;0;0,787277481;-0,970868812;0;0;-1,32404799;-0,858785004
15.04.64 9:21;0;0,75547649;-0,989939763;0;0;-1,748412946;-1,468280872
15.04.64 9:36;0;0,721787201;-0,999119563;0;0;-1,977186064;-1,893352883
15.04.64 9:50;0;0,68629382;-0,998316491;0;0;-1,956511518;-2,072319396
15.04.64 10:04;0;0,649085062;-0,98753857;0;0;-1,691262564;-2,002094604
15.04.64 10:19;0;0,610253929;-0,966893491;0;0;-1,243850273;-1,737314584
15.04.64 10:33;0;0,569897479;-0,936587531;0;0;-0,718968423;-1,37539214
15.04.64 10:48;0;0,528116583;-0,896923499;0;0;-0,238009248;-1,031222828
15.04.64 11:02;0;0,485015669;-0,848297703;0;0;0,090586502;-0,807794019
15.04.64 11:16;0;0,44070247;-0,791195997;0;0;0,197786564;-0,769945302
15.04.64 11:31;0;0,395287743;-0,726188922;0;0;0,070754572;-0,927748224
15.04.64 11:45;0;0,348885004;-0,653926007;0;0;-0,244141142;-1,233607712
15.04.64 12:00;0;0,301610233;-0,57512928;0;0;-0,65283267;-1,593816104
15.04.64 12:14;0;0,253581594;-0,490586051;0;0;-1,036753197;-1,891739455
15.04.64 12:28;0;0,204919132;-0,401141049;0;0;-1,282051185;-2,016954662
15.04.64 12:43;0;0,15574448;-0,307687978;0;0;-1,30766358;-1,893185995
15.04.64 12:57;0;0,106180548;-0,21116059;0;0;-1,085372755;-1,498171177
15.04.64 13:12;0;0,056351219;-0,112523356;0;0;-0,646934457;-0,870551914
15.04.64 13:26;0;0,006381042;-0,012761825;0;0;-0,076529386;-0,102050958
15.04.64 13:40;0;-0,043605084;0,087127218;0;0;0,509615719;0,683207498
15.04.64 13:55;0;-0,09348222;0,186145714;0;0;0,991450358;1,357234932
15.04.64 14:09;0;-0,1431257;0,283304304;0;0;1,274258428;1,817653119
15.04.64 14:24;0;-0,19241144;0,377632211;0;0;1,311615684;2,010957062
15.04.64 14:38;0;-0,241216252;0,468186942;0;0;1,116528034;1,943935565
15.04.64 14:52;0;-0,289418148;0,554063704;0;0;0,758025904;1,680513459
15.04.64 15:07;0;-0,33689665;0,634404444;0;0;0,344050692;1,324841605
15.04.64 15:21;0;-0,383533085;0,708406424;0;0;-0,005174554;0,994818678
15.04.64 15:36;0;-0,429210888;0,775330242;0;0;-0,186768452;0,792560523
15.04.64 15:50;0;-0,473815887;0,834507216;0;0;-0,140553879;0,779068084
15.04.64 16:04;0;-0,517236593;0,88534607;0;0;0,136051536;0,959304062
15.04.64 16:19;0;-0,559364477;0,927338839;0;0;0,587264301;1,281326909
15.04.64 16:33;0;-0,600094241;0,960065945;0;0;1,11247351;1,649676114
15.04.64 16:48;0;-0,639324082;0,983200389;0;0;1,59077537;1,949701398
15.04.64 17:02;0;-0,676955945;0,996511019;0;0;1,910497871;2,076838075
15.04.64 17:16;0;-0,712895772;0,999864842;0;0;1,996487706;1,963610626
15.04.64 17:31;0;-0,74705373;0,993228345;0;0;1,828479187;1,597695529
15.04.64 17:45;0;-0,779344443;0,976667838;0;0;1,446048121;1,026558502
15.04.64 18:00;0;-0,8096872;0,95034879;0;0;0,93893785;0,347465996
15.04.64 18:14;0;-0,838006162;0,91453417;0;0;0,425125804;-0,314748168
15.04.64 18:28;0;-0,864230544;0,869581828;0;0;0,022000272;-0,836779378
15.04.64 18:43;0;-0,8882948;0,815940911;0;0;-0,182296309;-1,125744802
15.04.64 18:57;0;-0,910138782;0,754147383;0;0;-0,150342216;-1,140847238
15.04.64 19:12;0;-0,929707891;0,684818663;0;0;0,095527285;-0,902545957
15.04.64 19:26;0;-0,946953214;0,608647461;0;0;0,478833386;-0,487018044
15.04.64 19:40;0;-0,961831647;0,526394855;0;0;0,887841095;-0,007283075
15.04.64 19:55;0;-0,974306002;0,438882686;0;0;1,203094596;0,414383461
15.04.64 20:09;0;-0,9843451;0,346985346;0;0;1,326857198;0,676002523
15.04.64 20:24;0;-0,991923847;0,251621043;0;0;1,207246033;0,72019534
15.04.64 20:38;0;-0,997023302;0,153742626;0;0;0,851150428;0,547320891
15.04.64 20:52;0;-0,999630717;0,054328063;0;0;0,322768924;0,214273268
15.04.64 21:07;0;-0,999739576;-0,045629327;0;0;-0,271879092;-0,180715489
15.04.64 21:21;0;-0,997349607;-0,145130805;0;0;-0,810677363;-0,523488904
15.04.64 21:36;0;-0,992466783;-0,243182184;0;0;-1,185076525;-0,713312509
15.04.64 21:50;0;-0,985103309;-0,338803766;0;0;-1,326437307;-0,688905476
15.04.64 22:04;0;-0,97527759;-0,431040133;0;0;-1,222605738;-0,444722474
15.04.64 22:19;0;-0,963014185;-0,51896969;0;0;-0,920664491;-0,033441546
15.04.64 22:33;0;-0,948343746;-0,601713873;0;0;-0,515188974;0,446002873
15.04.64 22:48;0;-0,931302942;-0,67844593;0;0;-0,124885644;0,87195542
15.04.64 23:02;0;-0,911934365;-0,74839918;0;0;0,136665629;1,129415003
15.04.64 23:16;0;-0,890286427;-0,810874672;0;0;0,188999927;1,138079825
15.04.64 23:31;0;-0,866413237;-0,865248173;0;0;0,004632043;0,872205645
15.04.64 23:45;0;-0,840374465;-0,9109764;0;0;-0,384067583;0,367412302
16.04.64 0:00;0;-0,812235194;-0,947602452;0;0;-0,892670688;-0,287243653
16.04.64 0:14;0;-0,782065758;-0,974760373;0;0;-1,405254875;-0,970017154
16.04.64 0:28;0;-0,749941566;-0,992178811;0;0;-1,80269951;-1,555002658
16.04.64 0:43;0;-0,715942909;-0,999683726;0;0;-1,991786887;-1,941505796
16.04.64 0:57;0;-0,680154769;-0,997200132;0;0;-1,9279843;-2,077123519
16.04.64 1:12;0;-0,642666596;-0,984752844;0;0;-1,626329593;-1,968943411
16.04.64 1:26;0;-0,603572091;-0,962466231;0;0;-1,157755197;-1,680184683
16.04.64 1:40;0;-0,56296897;-0,930562974;0;0;-0,631750607;-1,313168145
16.04.64 1:55;0;-0,52095872;-0,889361839;0;0;-0,169607828;-0,982847452
16.04.64 2:09;0;-0,477646344;-0,839274494;0;0;0,125200277;-0,787440136
16.04.64 2:24;0;-0,433140101;-0,780801395;0;0;0,192257073;-0,783400035
16.04.64 2:38;0;-0,387551233;-0,714526788;0;0;0,028876727;-0,970900705
16.04.64 2:52;0;-0,34099369;-0,641112865;0;0;-0,309375411;-1,293415196
16.04.64 3:07;0;-0,29358384;-0,561293154;0;0;-0,722442659;-1,651514238
16.04.64 3:21;0;-0,245440183;-0,475865188;0;0;-1,090446633;-1,927510852
16.04.64 3:36;0;-0,196683053;-0,385682534;0;0;-1,303224947;-2,014910697
16.04.64 3:50;0;-0,147434318;-0,291646267;0;0;-1,287503265;-1,845437882
16.04.64 4:04;0;-0,097817074;-0,194695968;0;0;-1,025047026;-1,406987417
16.04.64 4:19;0;-0,047955339;-0,09580033;0;0;-0,55734655;-0,748065956
16.04.64 4:33;0;0,00202626;0,004052512;0;0;0,024313743;0,032418701
16.04.64 4:48;0;0,052002795;0,103864864;0;0;0,600972888;0,807579092
16.04.64 5:02;0;0,101849349;0,202639431;0;0;1,054884869;1,451755581
16.04.64 5:16;0;0,151441333;0,299389293;0;0;1,298112737;1,869425974
16.04.64 5:31;0;0,200654793;0,393147756;0;0;1,293826875;2,016806183
16.04.64 5:45;0;0,24936672;0,482978016;0;0;1,06509515;1,910917624
16.04.64 6:00;0;0,29745536;0,56798252;0,934945367;0;0,689015092;1,623960459
16.04.64 6:14;0;0,344800517;0,64731193;0,986794939;0;0,277626946;1,264421885
16.04.64 6:28;0;0,391283852;0,720173613;0,99930411;0;-0,04971715;0,94958696
16.04.64 6:43;0;0,436789181;0,785839559;0,971974181;0;-0,195760873;0,776213307
16.04.64 6:57;0;0,481202765;0,843653657;0,905894708;0;-0,109326425;0,796568283
16.04.64 7:12;0;0,524413593;0,893038246;0,803700071;0;0,202001275;1,005701346
16.04.64 7:26;0;0,566313659;0,933499892;0,669464449;0;0,673595984;1,343060433
16.04.64 7:40;0;0,606798236;0,964634316;0,508539392;0;1,199497011;1,708036403
16.04.64 7:55;0;0,645766134;0,986130432;0,327340475;0;1,658257152;1,985597627
16.04.64 8:09;0;0,683119953;0,997773459;0,133091525;0;1,942604141;2,075695667
16.04.64 8:24;0;0,718766327;0,999447064;-0,066463363;0;1,985654205;1,919190842
16.04.64 8:38;0;0,752616161;0,991134524;-0,263368568;0;1,777260221;1,513891653
16.04.64 8:52;0;0,784584845;0,972918895;-0,449774098;0;1,36649216;0,916718063
16.04.64 9:07;0;0,814592476;0,944982182;-0,618248554;0;0,849642554;0,231393999
16.04.64 9:21;0;0,842564051;0,90760352;-0,762075392;0;0,346693464;-0,415381928
16.04.64 9:36;0;0,868429653;0,861156383;-0,875520688;0;-0,027993756;-0,903514444
16.04.64 9:50;0;0,892124634;0,806104857;-0,954061738;0;-0,193590402;-1,14765214
16.04.64 10:04;0;0,913589768;0,742998997;-0,994567357;0;-0,122481116;-1,117048472
16.04.64 10:19;0;0,932771404;0,672469337;-0,995422713;0;0,153104086;-0,842318627
16.04.64 10:33;0;0,949621596;0,595220585;-0,956593708;0;0,549128923;-0,407464785
16.04.64 10:48;0;0,96409823;0,512024587;-0,87962833;0;0,95049136;0,07086303
16.04.64 11:02;0;0,976165119;0,423712607;-0,767594946;0;1,239385858;0,471790912
16.04.64 11:16;0;0,985792105;0,331167032;-0,624959975;0;1,3243415;0,699381525
16.04.64 11:31;0;0,992955123;0,235312545;-0,457409821;0;1,162824483;0,705414662
16.04.64 11:45;0;0,997636271;0,137106892;-0,271624181;0;0,77186903;0,500244849
16.04.64 12:00;0;0,999823848;0,037531313;-0,075009742;0;0,22413174;0,149121999
16.04.64 12:14;0;0,999512385;-0,062419266;0,124595099;0;-0,369666841;-0,245071742
16.04.64 12:28;0;0,996702663;-0,161746173;0,319232726;0;-0,887616828;-0,568384103
16.04.64 12:43;0;0,991401702;-0,259456965;0,501143552;0;-1,22623225;-0,725088698
16.04.64 12:57;0;0,983622754;-0,35457535;0,663075366;0;-1,325554955;-0,662479589
16.04.64 13:12;0;0,973385261;-0,446150934;0,798572457;0;-1,183605189;-0,385032732
16.04.64 13:26;0;0,960714812;-0,533268726;0,902232985;0;-0,856643109;0,045589875
16.04.64 13:40;0;0,945643076;-0,615058273;0,969924331;0;-0,445179458;0,524744873
16.04.64 13:55;0;0,928207725;-0,690702361;0,998947854;0;-0,069162606;0,929785248
16.04.64 14:09;0;0,908452338;-0,75944518;0,988146478;0;0,161580908;1,149727386
16.04.64 14:24;0;0,886426293;-0,820599874;0,937950821;0;0,174413235;1,112364056
16.04.64 14:38;0;0,862184645;-0,873555404;0,850362024;0;-0,048169186;0,802192839
16.04.64 14:52;0;0,835787983;-0,917782658;0,728871977;0;-0,464106662;0,264765315
16.04.64 15:07;0;0,807302287;-0,95283973;0,578324104;0;-0,981949664;-0,40362556
16.04.64 15:21;0;0,776798756;-0,978376343;0,404720275;0;-1,48314508;-1,078424805
16.04.64 15:36;0;0,744353632;-0,994137344;0,214981525;0;-1,850979891;-1,635998366
16.04.64 15:50;0;0,710048012;-0,999965252;0,016672139;0;-1,999096671;-1,982424532
16.04.64 16:04;0;0,673967642;-0,995801838;-0,182301911;0;-1,892599912;-2,074901823
16.04.64 16:19;0;0,636202703;-0,981688701;-0,37400816;0;-1,556585985;-1,930594145
16.04.64 16:33;0;0,59684759;-0,957766856;-0,550803883;0;-1,070008443;-1,620812326
16.04.64 16:48;0;0,556000668;-0,92427532;-0,705640794;0;-0,546380556;-1,252021351
16.04.64 17:02;0;0,513764033;-0,881548731;-0,832346034;0;-0,106039434;-0,938385467
16.04.64 17:16;0;0,470243257;-0,830013999;-0,925868263;0;0,153238109;-0,772630154
16.04.64 17:31;0;0,425547117;-0,770186041;-0,982479047;0;0,18007447;-0,802404577
16.04.64 17:45;0;0,379787331;-0,702662638;-0,999921491;0;-0,01805064;-1,017972131
16.04.64 18:00;0;0,333078274;-0,628118463;-0,977500221;0;-0,376771871;-1,354272092
16.04.64 18:14;0;0,285536695;-0,547298336;-0,916109102;0;-0,790755561;-1,706864663
16.04.64 18:28;0;0,237281424;-0,461009785;-0,818195604;0;-1,139664008;-1,957859612
16.04.64 18:43;0;0,188433072;-0,370114976;-0,687663229;0;-1,317807975;-2,005471204
16.04.64 18:57;0;0,139113735;-0,275522101;-0,529715891;0;-1,260225577;-1,789941468
16.04.64 19:12;0;0,089446687;-0,1781763;-0,350650452;0;-0,9588005;-1,309450952
16.04.64 19:26;0;0,039556069;-0,07905022;-0,157605687;0;-0,464471114;-0,622076801
16.04.64 19:40;0;-0,010433419;0,020865703;0,04172232;0;0,125012591;0,166734911
16.04.64 19:55;0;-0,060396829;0,120573143;0,23938699;0;0,688789023;0,928176013
16.04.64 20:09;0;-0,110209278;0,219075856;0,427508056;0;1,112241664;1,53974972
16.04.64 20:24;0;-0,159746262;0,315389636;0,598585725;0;1,314827231;1,913412956
16.04.64 20:38;0;-0,208883963;0,408552146;0,74579967;0;1,269564349;2,015364019
16.04.64 20:52;0;-0,257499563;0,497632539;0,863280935;0;1,009413533;1,872694468
16.04.64 21:07;0;-0,305471548;0,581740751;0,946345914;0;0,6189887;1,565334615
16.04.64 21:21;0;-0,352680013;0,660036403;0,991683068;0;0,21363171;1,205314778
16.04.64 21:36;0;-0,399006962;0,731737189;0,997484947;0;-0,089024708;0,908460239
16.04.64 21:50;0;-0,444336601;0,796126698;0,96352025;0;-0,198041265;0,765478984
16.04.64 22:04;0;-0,488555631;0,852561573;0,89114304;0;-0,071605466;0,819537573
16.04.64 22:19;0;-0,531553525;0,900477935;0,783238769;0;0,272580141;1,055818911
16.04.64 22:33;0;-0,573222813;0,939397019;0,644109241;0;0,76149975;1,405608991
16.04.64 22:48;0;-0,613459342;0,968929958;0,479301109;0;1,28458867;1,763889779
16.04.64 23:02;0;-0,652162542;0,988781669;0,295384755;0;1,720712101;2,016096856
16.04.64 23:16;0;-0,689235675;0,998753801;0,099692343;0;1,967753855;2,067446198
16.04.64 23:31;0;-0,724586079;0,998746715;-0,099974488;0;1,967571383;1,867596895
16.04.64 23:45;0;-0,758125394;0,988760482;-0,295655652;0;1,720207696;1,424552044
17.04.64 0:00;0;-0,789769791;0,968894881;-0,479549958;0;1,283880854;0,804330896
17.04.64 0:14;0;-0,819440174;0,939348402;-0,644326121;0;0,760753582;0,116427461
17.04.64 0:28;0;-0,847062384;0,900416265;-0,783415034;0;0,271966892;-0,511448142
17.04.64 0:43;0;-0,872567379;0,852487466;-0,891271662;0;-0,071950135;-0,963221797
17.04.64 0:57;0;-0,895891411;0,796040895;-0,963596102;0;-0,198050369;-1,161646471
17.04.64 1:12;0;-0,91697618;0,731640545;-0,997505006;0;-0,088716169;-1,086221175
17.04.64 1:26;0;-0,935768986;0,659929886;-0,991646533;0;0,214159655;-0,777486878
17.04.64 1:40;0;-0,952222857;0,581625425;-0,946254242;0;0,619581777;-0,326672465
17.04.64 1:55;0;-0,966296667;0,497509555;-0,86313778;0;1,009899451;0,14676167
17.04.64 2:09;0;-0,977955238;0,408422733;-0,745610738;0;1,269795259;0,524184521
17.04.64 2:24;0;-0,987169431;0,315255087;-0,59835855;0;1,314716203;0,716357653
17.04.64 2:38;0;-0,993916214;0,218937516;-0,427251694;0;1,111784283;0,684532589
17.04.64 2:52;0;-0,998178724;0,120432394;-0,239111661;0;0,688064785;0,448953123
17.04.64 3:07;0;-0,999946308;0,020723952;-0,041439002;0;0,12416576;0,082726758
17.04.64 3:21;0;-0,999214546;-0,079191558;0,1578857;0;-0,465266495;-0,307380794
17.04.64 3:36;0;-0,995985268;-0,178315811;0,350915998;0;-0,959382884;-0,608466886
17.04.64 3:50;0;-0,990266546;-0,275658392;0,529956382;0;-1,26048514;-0,730528759
17.04.64 4:04;0;-0,982072673;-0,370246686;0,687869077;0;-1,317713174;-0,629844097
17.04.64 4:19;0;-0,97142413;-0,461135597;0,818358603;0;-1,139268985;-0,320910382
17.04.64 4:33;0;-0,958347532;-0,547416993;0,916222754;0;-0,790186578;0,126036176
17.04.64 4:48;0;-0,942875565;-0,62822878;0,977559995;0;-0,376196099;0,601363896
17.04.64 5:02;0;-0,9250469;-0,702763512;0,999925004;0;-0,017634956;0,982290048
17.04.64 5:16;0;-0,904906099;-0,770276464;0,982426158;0;0,180204602;1,16263076
17.04.64 5:31;0;-0,882503505;-0,830093068;0,925761082;0;0,153029594;1,078790676
17.04.64 5:45;0;-0,857895111;-0,881615657;0,832188833;0;-0,106554114;0,725634719
17.04.64 6:00;0;-0,831142426;-0,924329433;0,705439841;0;-0,547091107;0,158348735
17.04.64 6:14;0;-0,802312318;-0,957807615;0,550567189;0;-1,070753604;-0,520186414
17.04.64 6:28;0;-0,771476848;-0,9817157;0,37374516;0;-1,557192887;-1,183447726
17.04.64 6:43;0;-0,738713086;-0,995814806;0,182023092;0;-1,892926305;-1,710903213
17.04.64 6:57;0;-0,704102927;-0,99996406;-0,016955663;0;-1,999065688;-2,016021351
17.04.64 7:12;0;-0,667732877;-0,994122003;-0,215258449;0;-1,850598837;-2,065857287
17.04.64 7:26;0;-0,629693843;-0,978347009;-0,40497956;0;-1,482503649;-1,887483209
17.04.64 7:40;0;-0,590080902;-0,952796694;-0,578555415;0;-0,981198012;-1,559753426
17.04.64 7:55;0;-0,548993066;-0,917726349;-0,72906609;0;-0,463418712;-1,192484801
17.04.64 8:09;0;-0,506533033;-0,873486386;-0,850511201;0;-0,047700148;-0,898211348
17.04.64 8:24;0;-0,462806932;-0,820518836;-0,938049114;0;0,174564732;-0,763484382
17.04.64 8:38;0;-0,417924054;-0,759352934;-0,98818997;0;0,161396802;-0,826793167
17.04.64 8:52;0;-0,371996584;-0,690599827;-0,998934809;0;-0,069615571;-1,068550381
17.04.64 9:07;0;-0,325139316;-0,614946475;-0,969855271;0;-0,445766303;-1,415621574
17.04.64 9:21;0;-0,277469369;-0,533148782;-0,902110663;0;-0,8571939;-1,759304563
17.04.64 9:36;0;-0,229105893;-0,446024042;-0,79840175;0;-1,183956904;-1,982358653
17.04.64 9:50;0;-0,180169771;-0,354442777;-0,662863078;0;-1,325591682;-1,98845476
17.04.64 10:04;0;-0,13078332;-0,259320037;-0,500898148;0;-1,225913863;-1,72681201
17.04.64 10:19;0;-0,081069978;-0,161606257;-0,318963988;0;-0,886989124;-1,205953113
17.04.64 10:33;0;-0,031154003;-0,062277761;-0,124313742;0;-0,368850645;-0,493164387
17.04.64 10:48;0;0,018839841;0,037672994;0,075292502;0;0,224969828;0,300262329
17.04.64 11:02;0;0,068786595;0,137247333;0,27189707;0;0,772557086;1,044454157
17.04.64 11:16;0;0,118561418;0,235450342;0,457661961;0;1,163227031;1,620888992
17.04.64 11:31;0;0,168039899;0,331300809;0,625181314;0;1,324392342;1,949573656
17.04.64 11:45;0;0,217098368;0,423841028;0,76777666;0;1,239103963;2,006880623
17.04.64 12:00;0;0,265614204;0,512146367;0,879763174;0;0,949975904;1,829739079
17.04.64 12:14;0;0,313466143;0,595334509;0,956676306;0;0,548534708;1,505211014
17.04.64 12:28;0;0,36053458;0,672574266;0,995449773;0;0,15260335;1,148053123
17.04.64 12:43;0;0,406701869;0,743093882;0,994537799;0;-0,122741134;0,871796666
